,subject,session,block,select,rank,n_features,fold,hoda,train_score,val_score,test_score
361,8,0,2,False,8,192,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9633132834381744,0.9648345153664302,0.9543322360138393
362,8,0,2,False,8,192,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9677726029301722,0.9578112014600682,0.9499305238224021
363,8,0,2,False,8,192,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9719014634505374,0.9345902520898853,0.9424047150544153
364,8,0,2,False,8,192,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9690831251354478,0.9260514608828849,0.9503408529249937
365,8,0,3,False,2,196,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9658121227890272,0.9599257945889151,0.956029506392741
366,8,0,3,False,2,196,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9636448974802435,0.9636196480168111,0.953735393682797
367,8,0,3,False,2,196,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9679934085435415,0.9577623152508677,0.9492217735542893
368,8,0,3,False,2,196,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9735646612882781,0.9364479280395,0.9423021327787675
369,8,0,3,False,2,196,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9713361601903834,0.9307771277722556,0.9510682545159516
370,8,0,4,False,8,260,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9677946645851507,0.9592198581560283,0.9557031082429521
371,8,0,4,False,8,260,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9660631291101008,0.9600407144733386,0.9524111497607968
372,8,0,4,False,8,260,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.969768031436177,0.9580556325060701,0.9481493224906977
373,8,0,4,False,8,260,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.974904828691645,0.9360894291720305,0.9402038589586967
374,8,0,4,False,8,260,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9728214868395766,0.934622842896019,0.9515158862642333
375,8,0,5,False,8,324,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9697782267321732,0.9601720514841082,0.9527188965877404
376,8,0,5,False,8,324,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9671763319405543,0.9590556868925664,0.9511055571616417
377,8,0,5,False,8,324,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9704253370352347,0.9579904508938029,0.9486342568846696
378,8,0,5,False,8,324,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9757032045436889,0.9359590659474962,0.9419757346289785
379,8,0,5,False,8,324,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=8)",0.9738457795460401,0.935975361350563,0.95132004737436
380,8,0,6,False,4,340,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9706598099086275,0.9599422117152613,0.9526163143120927
381,8,0,6,False,4,340,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9699771951574145,0.9642270816916206,0.9453236470796691
382,8,0,6,False,4,340,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9707902796462203,0.9591800153176788,0.9482612304277681
383,8,0,6,False,4,340,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9758524527823552,0.935893884335229,0.9416586621406123
384,8,0,6,False,4,340,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=4)",0.9745245523575089,0.9356494532892271,0.9505460174762895
385,8,0,7,False,2,344,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9711710057088633,0.9594496979248752,0.9522059852095011
386,8,0,7,False,2,344,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9703649284989108,0.9627823745731547,0.945286344433979
387,8,0,7,False,2,344,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9710407304576809,0.9589844704808773,0.9483917896876836
388,8,0,7,False,2,344,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9759669445818799,0.9356331578861603,0.9406887933526686
389,8,0,7,False,2,344,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9750796331355625,0.9370508579529715,0.9495668230269232
390,8,0,8,False,2,348,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9712516134298586,0.9591706067769897,0.9523365444694165
391,8,0,8,False,2,348,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9704077832366551,0.9626017861833465,0.9452490417882888
392,8,0,8,False,2,348,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9710989986056535,0.9588378118532762,0.9484384179947963
393,8,0,8,False,2,348,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.97596694458188,0.9354539084524255,0.9406421650455559
394,8,0,8,False,2,348,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9750796331355626,0.9379796959277786,0.9489233523887681
395,8,0,9,False,2,352,0,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9713107937819816,0.958957184134489,0.9520754259495855
396,8,0,9,False,2,352,1,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9704445158690074,0.9627659574468085,0.945407578032472
397,8,0,9,False,2,352,2,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.971163400242886,0.9589844704808774,0.9482332534435005
398,8,0,9,False,2,352,3,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9760170347441721,0.935339840630958,0.9408473295968516
399,8,0,9,False,2,352,4,"HODA(init='random', max_iter=64, obj='tr', random_state=42, rank=2)",0.9751563017513156,0.9394951684129907,0.9485596515932893
